t;Extract;Cext;Cag;Rt;A_405;A_450;A_492;A_630
50;B;0.7;4;80;1.551;1.56;1.581;1.672
50;B;0.7;5;80;1.608;1.688;1.665;1.758
50;B;0.7;1;80;1.691;1.599;1.615;1.656
50;B;0.7;2;80;1.624;1.642;1.663;1.305
50;B;0.7;3;80;1.667;1.805;1.818;1.918
50;B;0.7;4;80;1.835;1.743;1.761;1.856
50;B;0.7;5;80;1.78;1.941;1.912;2.016
50;B;0.7;1;40;0.862;0.86;0.862;0.856
50;B;0.7;2;40;1.151;1.153;1.155;1.159
50;B;0.7;3;40;1.663;1.658;1.665;1.683
50;B;0.7;4;40;1.671;1.669;1.679;1.683
50;B;0.7;5;40;1.766;1.761;1.777;1.777
50;B;0.7;1;40;0.995;0.99;0.994;0.991
50;B;0.7;2;40;1.237;1.228;1.23;1.242
50;B;0.7;3;40;1.587;1.625;1.615;1.644
50;B;0.7;4;40;1.531;1.562;1.557;1.581
50;B;0.7;5;40;1.627;1.666;1.653;1.677
50;B;0.7;1;100;1.661;1.66;1.626;1.742
50;B;0.7;2;100;1.565;1.572;1.544;1.651
50;B;0.7;3;100;1.643;1.654;1.622;1.74
50;B;0.7;4;100;1.628;1.631;1.598;1.729
50;B;0.7;5;100;1.713;1.729;1.691;1.839
50;B;0.7;1;100;1.799;1.799;1.765;1.87
50;B;0.7;2;100;1.853;1.865;1.833;1.938
50;B;0.7;3;100;1.839;1.844;1.815;1.953
50;B;0.7;4;100;1.982;1.989;1.949;2.108
50;B;0.7;5;100;1.954;1.965;1.92;2.114
60;B;0.7;1;10;0.388;0.382;0.365;0.368
60;B;0.7;2;10;0.424;0.429;0.423;0.427
60;B;0.7;3;10;0.718;0.711;0.706;0.709
60;B;0.7;4;10;0.546;0.526;0.544;0.551
60;B;0.7;5;10;0.575;0.553;0.562;0.567
60;B;0.7;1;10;0.418;0.417;0.408;0.418
60;B;0.7;2;10;0.506;0.497;0.524;0.531
60;B;0.7;3;10;0.78;0.766;0.772;0.778
60;B;0.7;4;10;0.571;0.553;0.568;0.574
60;B;0.7;5;10;0.591;0.566;0.576;0.583
60;B;0.7;1;80;1.52;1.727;1.612;1.578
60;B;0.7;2;80;1.632;1.77;1.716;1.692
60;B;0.7;3;80;1.684;1.957;1.811;1.771
60;B;0.7;4;80;1.743;2.024;1.876;1.831
60;B;0.7;5;80;1.869;2.198;2.043;2.017
60;B;0.7;1;80;1.676;1.654;1.663;1.664
60;B;0.7;2;80;1.723;1.7;1.7;1.709
60;B;0.7;3;80;2.017;1.975;1.978;1.99
60;B;0.7;4;80;1.939;2.214;2.106;2.069
60;B;0.7;5;80;2.174;2.544;2.418;2.367
60;B;0.7;1;40;0.846;0.826;0.832;0.835
60;B;0.7;2;40;1.233;1.212;1.227;1.238
60;B;0.7;3;40;1.773;1.75;1.76;1.771
60;B;0.7;4;40;1.755;1.748;1.744;1.755
60;B;0.7;5;40;1.849;1.853;1.863;1.866
60;B;0.7;1;40;0.969;0.942;0.953;0.959
60;B;0.7;2;40;1.305;1.269;1.286;1.303
60;B;0.7;3;40;1.773;1.741;1.753;1.771
60;B;0.7;4;40;1.701;1.77;1.77;1.777
60;B;0.7;5;40;1.791;1.885;1.879;1.884
60;B;0.7;1;100;1.833;2.073;1.978;1.961
60;B;0.7;2;100;1.743;1.993;1.911;1.894
60;B;0.7;3;100;1.864;2.108;2.068;2.047
60;B;0.7;4;100;1.869;2.281;2.152;2.113
60;B;0.7;5;100;1.985;2.528;2.383;2.305
60;B;0.7;1;100;1.945;1.963;1.966;1.965
60;B;0.7;2;100;2.014;2.001;2.005;2.011
60;B;0.7;3;100;2.08;2.125;2.122;2.132
60;B;0.7;4;100;2.365;2.371;2.357;2.398
60;B;0.7;5;100;2.312;2.75;2.711;2.695
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
