Wavelength;4_21_2023;4_21_2023;5_12_2023;5_12_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023
384;10.248;23.684;21.496;24.54;2.238;2.807;3.12;3.373;3.962;4.075;15.264;16.414;0.27;0.4;27.166;28.705;29.634;34.626;92.534;37.641;13.099;11.494;9.612;1.086;1.119;0.934
384.5;10.091;23.893;21.44;24.852;2.195;2.746;3.057;3.309;3.894;4.01;14.952;16.28;0.285;0.436;26.908;28.668;29.615;34.414;92.505;37.428;13.075;11.566;9.667;1.079;1.145;0.962
385;9.928;24.106;21.216;24.811;2.148;2.683;3;3.242;3.825;3.938;14.769;16.115;0.293;0.453;26.688;28.636;29.559;34.172;92.493;37.192;13.061;11.537;9.682;1.067;1.141;0.965
385.5;9.767;24.323;21.089;24.708;2.102;2.624;2.944;3.178;3.759;3.863;14.593;16.049;0.291;0.462;26.613;28.69;29.567;34.016;92.368;36.988;13.026;11.533;9.707;1.054;1.159;0.95
386;9.608;24.523;21.044;24.573;2.056;2.57;2.886;3.12;3.697;3.796;14.465;15.977;0.312;0.451;26.562;28.728;29.587;33.951;92.292;36.955;13.032;11.515;9.782;1.054;1.13;0.937
386.5;9.451;24.732;20.909;24.655;2.005;2.516;2.822;3.057;3.628;3.724;14.348;15.913;0.329;0.426;26.468;28.751;29.581;33.775;92.161;36.855;13.056;11.492;9.742;1.034;1.101;0.91
387;9.309;24.945;20.768;24.678;1.951;2.458;2.756;2.99;3.562;3.652;14.174;15.74;0.334;0.43;26.256;28.697;29.578;33.555;91.988;36.571;13.17;11.532;9.815;1.089;1.108;0.93
387.5;9.148;25.197;20.631;24.685;1.897;2.401;2.69;2.923;3.498;3.578;13.965;15.477;0.345;0.411;26.199;28.693;29.626;33.43;91.907;36.421;13.239;11.491;9.802;1.121;1.109;0.923
388;9;25.256;20.521;24.542;1.843;2.342;2.624;2.858;3.427;3.508;13.832;15.229;0.306;0.376;26.066;28.655;29.618;33.165;91.704;36.147;13.233;11.368;9.811;1.113;1.111;0.938
388.5;8.841;25.32;20.35;24.539;1.797;2.283;2.564;2.794;3.365;3.44;13.732;15.09;0.31;0.378;25.947;28.629;29.583;32.942;91.426;35.978;13.216;11.299;9.745;1.099;1.111;0.934
389;8.684;25.462;20.168;24.746;1.753;2.227;2.503;2.737;3.304;3.376;13.582;14.912;0.303;0.414;25.792;28.614;29.546;32.77;91.174;35.73;13.204;11.309;9.718;1.092;1.084;0.927
389.5;8.538;25.53;20.08;24.614;1.713;2.176;2.449;2.682;3.242;3.315;13.387;14.739;0.287;0.419;25.699;28.603;29.55;32.619;90.854;35.541;13.209;11.323;9.74;1.079;1.073;0.89
390;8.386;25.829;19.895;24.377;1.672;2.123;2.395;2.627;3.177;3.248;13.264;14.638;0.279;0.414;25.543;28.593;29.541;32.425;90.561;35.301;13.147;11.344;9.687;1.042;1.054;0.86
390.5;8.227;25.959;19.778;24.309;1.628;2.068;2.34;2.567;3.11;3.181;13.19;14.629;0.252;0.409;25.471;28.583;29.541;32.25;90.282;35.136;13.071;11.399;9.722;1.024;1.057;0.85
391;8.076;26.105;19.667;23.992;1.587;2.016;2.287;2.51;3.048;3.119;13.123;14.563;0.249;0.401;25.301;28.601;29.567;32.082;90.132;35.107;13.157;11.51;9.762;0.99;1.037;0.85
391.5;7.929;26.119;19.622;23.947;1.54;1.961;2.228;2.446;2.979;3.055;13.094;14.485;0.266;0.402;25.106;28.624;29.597;31.831;90.138;34.951;13.256;11.592;9.731;0.982;1.016;0.847
392;7.799;26.139;19.59;23.853;1.495;1.91;2.174;2.387;2.92;2.993;12.986;14.354;0.264;0.392;24.927;28.583;29.622;31.585;90.035;34.716;13.355;11.646;9.755;0.986;0.981;0.849
392.5;7.668;25.922;19.544;23.742;1.448;1.862;2.121;2.327;2.862;2.938;13.012;14.307;0.278;0.375;24.82;28.578;29.613;31.441;90.051;34.557;13.341;11.585;9.738;0.979;0.96;0.851
393;7.537;25.606;19.482;23.717;1.403;1.813;2.068;2.271;2.805;2.88;13.01;14.204;0.287;0.381;24.717;28.541;29.589;31.19;89.907;34.423;13.218;11.456;9.644;0.971;0.966;0.878
393.5;7.401;25.497;19.414;23.663;1.364;1.768;2.021;2.224;2.753;2.826;12.954;14.113;0.302;0.399;24.598;28.459;29.492;30.96;89.759;34.214;13.098;11.342;9.533;0.992;0.98;0.889
394;7.272;25.466;19.33;23.677;1.326;1.725;1.976;2.179;2.702;2.773;12.782;13.953;0.308;0.393;24.474;28.381;29.417;30.729;89.602;33.89;12.976;11.316;9.441;1.005;0.973;0.882
394.5;7.148;25.201;19.206;23.449;1.291;1.683;1.93;2.131;2.65;2.719;12.618;13.795;0.297;0.379;24.412;28.354;29.358;30.488;89.274;33.581;12.815;11.231;9.376;1.016;0.964;0.856
395;7.026;25.153;19.104;23.336;1.256;1.638;1.885;2.087;2.599;2.665;12.45;13.608;0.302;0.373;24.306;28.308;29.339;30.28;89.065;33.315;12.707;11.243;9.324;1.049;0.971;0.857
395.5;6.902;24.825;19.083;23.036;1.224;1.598;1.84;2.043;2.552;2.615;12.231;13.357;0.314;0.395;24.214;28.244;29.273;30.115;88.78;33.143;12.69;11.267;9.349;1.082;0.985;0.861
396;6.782;24.535;19.085;22.737;1.194;1.555;1.795;2.001;2.505;2.566;12.047;13.145;0.332;0.392;24.018;28.237;29.23;30.026;88.596;33.037;12.746;11.286;9.383;1.099;1.018;0.851
396.5;6.669;24.075;19.069;22.596;1.159;1.514;1.75;1.954;2.455;2.517;11.861;12.955;0.351;0.402;23.833;28.215;29.178;29.882;88.534;32.842;12.808;11.274;9.419;1.111;1.021;0.82
397;6.555;23.591;18.992;22.616;1.127;1.479;1.711;1.911;2.411;2.472;11.722;12.832;0.333;0.393;23.675;28.176;29.154;29.83;88.44;32.765;12.824;11.301;9.403;1.102;1.016;0.813
397.5;6.443;23.033;18.91;22.634;1.095;1.447;1.674;1.87;2.366;2.433;11.711;12.794;0.372;0.416;23.592;28.185;29.139;29.75;88.468;32.648;12.842;11.306;9.455;1.102;1.045;0.852
398;6.329;22.684;18.767;22.624;1.064;1.41;1.635;1.83;2.322;2.388;11.633;12.782;0.4;0.437;23.548;28.2;29.135;29.574;88.432;32.577;12.806;11.244;9.434;1.115;1.087;0.911
398.5;6.213;22.432;18.724;22.44;1.032;1.372;1.596;1.793;2.279;2.345;11.544;12.775;0.376;0.428;23.53;28.19;29.118;29.391;88.457;32.372;12.771;11.239;9.453;1.131;1.125;0.957
399;6.1;22.241;18.633;22.449;1.001;1.333;1.558;1.753;2.235;2.301;11.447;12.745;0.364;0.399;23.494;28.187;29.109;29.113;88.381;32.112;12.738;11.252;9.45;1.113;1.15;0.981
399.5;5.992;21.818;18.59;22.35;0.971;1.293;1.517;1.712;2.188;2.256;11.467;12.709;0.351;0.39;23.491;28.24;29.118;28.901;88.291;31.952;12.717;11.252;9.437;1.098;1.151;0.985
400;5.884;21.542;18.586;22.232;0.944;1.257;1.48;1.676;2.146;2.215;11.443;12.646;0.326;0.38;23.49;28.24;29.118;28.745;88.158;31.759;12.737;11.252;9.425;1.095;1.143;0.981
400.5;5.78;21.249;18.58;21.967;0.921;1.226;1.445;1.643;2.109;2.174;11.43;12.568;0.329;0.379;23.469;28.184;29.093;28.601;87.916;31.575;12.782;11.331;9.483;1.091;1.134;0.956
401;5.682;20.973;18.56;21.915;0.893;1.191;1.41;1.605;2.072;2.134;11.501;12.573;0.353;0.39;23.457;28.138;29.086;28.51;87.712;31.419;12.777;11.287;9.463;1.121;1.138;0.929
401.5;5.588;20.659;18.572;22.016;0.867;1.161;1.374;1.567;2.036;2.094;11.457;12.512;0.351;0.406;23.308;28.057;29.015;28.328;87.505;31.192;12.804;11.279;9.485;1.14;1.119;0.918
402;5.491;20.326;18.549;22.094;0.841;1.131;1.341;1.534;2.003;2.053;11.479;12.475;0.332;0.403;23.183;28.011;29.018;28.225;87.29;31.092;12.796;11.281;9.48;1.161;1.142;0.947
402.5;5.393;20.046;18.488;22.03;0.815;1.103;1.309;1.501;1.965;2.015;11.521;12.467;0.372;0.42;23.046;27.987;29.009;28.05;87.089;30.933;12.887;11.34;9.518;1.194;1.155;0.974
403;5.302;19.718;18.403;21.824;0.789;1.073;1.275;1.467;1.93;1.976;11.49;12.502;0.379;0.418;22.975;27.934;28.953;27.869;86.912;30.792;12.836;11.318;9.548;1.22;1.156;0.996
403.5;5.211;19.438;18.387;21.775;0.76;1.042;1.24;1.432;1.894;1.939;11.36;12.416;0.359;0.413;22.904;27.943;28.934;27.728;86.783;30.651;12.79;11.326;9.569;1.206;1.15;1.006
404;5.128;19.235;18.361;21.864;0.738;1.013;1.21;1.399;1.858;1.906;11.292;12.368;0.35;0.396;22.79;27.917;28.914;27.582;86.658;30.475;12.761;11.282;9.547;1.176;1.162;1.023
404.5;5.047;18.97;18.339;21.746;0.72;0.989;1.183;1.37;1.827;1.879;11.295;12.296;0.341;0.396;22.799;27.961;28.941;27.525;86.725;30.412;12.737;11.284;9.509;1.144;1.137;0.999
405;4.96;18.732;18.3;21.645;0.704;0.969;1.163;1.349;1.8;1.855;11.214;12.22;0.342;0.388;22.819;27.96;28.918;27.399;86.728;30.294;12.723;11.236;9.5;1.099;1.099;0.949
405.5;4.882;18.52;18.219;21.558;0.687;0.95;1.142;1.326;1.774;1.831;11.122;12.08;0.352;0.386;22.853;27.94;28.9;27.26;86.632;30.156;12.705;11.243;9.533;1.081;1.075;0.922
406;4.812;18.306;18.153;21.596;0.669;0.93;1.12;1.303;1.747;1.806;11.114;11.989;0.382;0.407;22.911;27.981;28.889;27.149;86.53;30.034;12.671;11.141;9.515;1.079;1.038;0.9
406.5;4.744;18.116;18.143;21.664;0.653;0.909;1.097;1.277;1.721;1.779;11.117;11.923;0.38;0.417;22.885;27.976;28.848;27.012;86.412;29.896;12.611;11.114;9.541;1.077;1.008;0.884
407;4.673;17.921;18.145;21.612;0.634;0.886;1.073;1.254;1.695;1.751;11.118;11.866;0.365;0.408;22.846;28.008;28.854;26.903;86.263;29.868;12.639;11.092;9.576;1.084;1.038;0.901
407.5;4.604;17.716;18.186;21.509;0.615;0.863;1.052;1.233;1.668;1.726;11.131;11.83;0.368;0.414;22.753;27.982;28.795;26.728;86.106;29.777;12.674;11.123;9.577;1.105;1.04;0.906
408;4.541;17.501;18.204;21.408;0.6;0.845;1.031;1.214;1.647;1.705;11.163;11.83;0.35;0.428;22.74;27.931;28.755;26.665;86.008;29.742;12.639;11.101;9.582;1.101;1.032;0.898
408.5;4.474;17.324;18.195;21.375;0.583;0.824;1.013;1.196;1.626;1.682;11.094;11.781;0.349;0.469;22.664;27.902;28.71;26.605;85.837;29.604;12.662;11.126;9.554;1.081;1.058;0.913
409;4.414;17.121;18.193;21.451;0.57;0.805;0.992;1.177;1.604;1.662;11.094;11.831;0.374;0.495;22.61;27.87;28.699;26.565;85.818;29.493;12.677;11.167;9.55;1.074;1.069;0.933
409.5;4.358;16.919;18.185;21.433;0.558;0.79;0.976;1.16;1.587;1.643;11.099;11.822;0.397;0.515;22.616;27.857;28.711;26.46;85.917;29.425;12.694;11.232;9.549;1.047;1.055;0.899
410;4.296;16.698;18.141;21.46;0.547;0.776;0.96;1.143;1.571;1.625;10.989;11.763;0.425;0.523;22.557;27.818;28.725;26.285;85.864;29.341;12.748;11.229;9.559;1.032;1.069;0.927
410.5;4.24;16.508;18.086;21.559;0.536;0.765;0.944;1.124;1.553;1.606;10.927;11.741;0.405;0.515;22.514;27.82;28.795;26.227;85.659;29.25;12.708;11.238;9.482;1.058;1.116;0.958
411;4.186;16.306;18.074;21.684;0.524;0.75;0.928;1.108;1.538;1.587;10.85;11.698;0.368;0.496;22.461;27.821;28.826;26.106;85.489;29.151;12.7;11.205;9.488;1.066;1.113;0.961
411.5;4.131;16.139;18.068;21.731;0.513;0.734;0.909;1.085;1.519;1.566;10.829;11.727;0.35;0.488;22.405;27.818;28.86;26.033;85.349;29.107;12.655;11.189;9.494;1.111;1.146;0.959
412;4.078;15.994;18.063;21.731;0.503;0.72;0.892;1.07;1.502;1.546;10.728;11.715;0.308;0.456;22.348;27.829;28.869;25.877;85.249;29.043;12.642;11.146;9.474;1.129;1.159;0.938
412.5;4.026;15.85;18.124;21.755;0.492;0.706;0.879;1.058;1.487;1.53;10.748;11.755;0.302;0.428;22.299;27.801;28.835;25.626;85.171;28.904;12.666;11.104;9.447;1.135;1.151;0.916
413;3.974;15.719;18.135;21.654;0.481;0.694;0.867;1.047;1.472;1.518;10.812;11.783;0.303;0.415;22.274;27.756;28.77;25.441;85.121;28.733;12.673;11.072;9.45;1.136;1.134;0.883
413.5;3.921;15.6;18.102;21.654;0.471;0.683;0.856;1.038;1.457;1.503;10.794;11.776;0.313;0.42;22.316;27.708;28.674;25.333;85.049;28.521;12.641;11.07;9.415;1.156;1.136;0.885
414;3.873;15.463;18.107;21.563;0.459;0.673;0.842;1.025;1.44;1.488;10.737;11.668;0.36;0.439;22.385;27.707;28.616;25.217;85.014;28.383;12.609;11.058;9.407;1.159;1.112;0.877
414.5;3.831;15.299;18.136;21.56;0.45;0.664;0.831;1.01;1.427;1.476;10.711;11.574;0.374;0.433;22.438;27.679;28.549;25.067;84.984;28.251;12.588;11.047;9.392;1.138;1.076;0.863
415;3.79;15.151;18.129;21.529;0.441;0.654;0.82;0.997;1.415;1.462;10.697;11.507;0.395;0.429;22.474;27.664;28.567;24.988;84.918;28.102;12.583;11.027;9.399;1.119;1.068;0.904
415.5;3.754;15.013;18.144;21.534;0.433;0.643;0.811;0.983;1.406;1.449;10.744;11.477;0.379;0.43;22.479;27.661;28.613;24.956;84.708;27.992;12.567;11.059;9.381;1.104;1.051;0.914
416;3.717;14.881;18.177;21.551;0.426;0.629;0.8;0.972;1.396;1.438;10.696;11.433;0.363;0.446;22.458;27.671;28.62;24.93;84.482;27.882;12.578;11.1;9.429;1.091;1.022;0.919
416.5;3.683;14.756;18.195;21.605;0.421;0.617;0.787;0.96;1.381;1.422;10.758;11.47;0.365;0.457;22.437;27.716;28.673;24.943;84.322;27.853;12.576;11.069;9.415;1.09;1.029;0.933
417;3.649;14.649;18.191;21.588;0.416;0.606;0.776;0.948;1.367;1.409;10.745;11.533;0.349;0.463;22.364;27.713;28.641;24.828;84.194;27.771;12.522;10.996;9.388;1.083;1.011;0.938
417.5;3.614;14.543;18.192;21.534;0.407;0.591;0.759;0.933;1.351;1.392;10.875;11.708;0.356;0.452;22.304;27.701;28.66;24.649;84.057;27.698;12.537;10.979;9.382;1.08;1.015;0.949
418;3.576;14.445;18.184;21.476;0.396;0.576;0.743;0.92;1.335;1.378;10.978;11.833;0.37;0.457;22.211;27.646;28.594;24.511;83.979;27.565;12.564;10.968;9.366;1.095;1.034;0.975
418.5;3.543;14.354;18.132;21.454;0.389;0.568;0.734;0.912;1.323;1.367;11.079;11.942;0.388;0.48;22.161;27.611;28.574;24.435;83.841;27.462;12.535;10.97;9.297;1.121;1.043;0.99
419;3.506;14.26;18.102;21.315;0.38;0.564;0.728;0.903;1.313;1.359;11.065;11.902;0.421;0.498;22.173;27.607;28.584;24.373;83.65;27.408;12.524;10.961;9.234;1.128;1.047;0.993
419.5;3.471;14.149;18.101;21.333;0.374;0.56;0.723;0.898;1.305;1.354;11.085;11.943;0.435;0.512;22.226;27.628;28.58;24.3;83.53;27.358;12.472;10.99;9.198;1.122;1.068;0.997
420;3.436;14.068;18.102;21.313;0.369;0.556;0.72;0.894;1.3;1.349;11.015;11.908;0.448;0.517;22.306;27.657;28.613;24.208;83.504;27.244;12.455;11.027;9.214;1.115;1.085;1
420.5;3.407;13.976;18.105;21.272;0.364;0.554;0.715;0.888;1.295;1.343;10.922;11.857;0.454;0.516;22.275;27.652;28.617;24.06;83.401;27.097;12.459;11.029;9.244;1.137;1.093;1.016
421;3.379;13.893;18.118;21.253;0.359;0.549;0.71;0.885;1.292;1.338;10.808;11.814;0.447;0.5;22.283;27.67;28.618;24.007;83.293;26.978;12.446;11.065;9.276;1.146;1.096;1.011
421.5;3.355;13.815;18.114;21.281;0.355;0.544;0.706;0.883;1.289;1.334;10.782;11.803;0.426;0.463;22.254;27.687;28.612;23.932;83.19;26.933;12.399;11.031;9.253;1.146;1.112;1.017
422;3.329;13.738;18.103;21.245;0.351;0.54;0.702;0.879;1.286;1.331;10.724;11.75;0.396;0.447;22.182;27.657;28.557;23.786;83.155;26.844;12.381;10.979;9.285;1.145;1.121;1.02
422.5;3.303;13.669;18.068;21.218;0.344;0.531;0.692;0.872;1.278;1.323;10.707;11.701;0.357;0.409;22.162;27.599;28.534;23.64;83.112;26.753;12.395;10.978;9.304;1.125;1.117;1.001
423;3.281;13.6;18.062;21.262;0.336;0.523;0.684;0.865;1.271;1.315;10.778;11.679;0.359;0.406;22.07;27.506;28.466;23.514;83.04;26.638;12.442;10.976;9.307;1.108;1.11;0.988
423.5;3.259;13.541;18.039;21.286;0.333;0.519;0.683;0.86;1.267;1.31;10.919;11.715;0.371;0.436;21.972;27.429;28.447;23.4;82.888;26.533;12.434;10.98;9.28;1.088;1.092;0.971
424;3.237;13.479;18.018;21.266;0.33;0.517;0.68;0.858;1.263;1.308;10.92;11.65;0.366;0.433;21.93;27.35;28.385;23.316;82.714;26.434;12.42;11.005;9.243;1.069;1.081;0.984
424.5;3.22;13.419;18.05;21.304;0.33;0.515;0.675;0.854;1.256;1.304;10.847;11.569;0.362;0.45;21.957;27.315;28.359;23.238;82.542;26.372;12.356;10.963;9.203;1.085;1.113;1.014
425;3.204;13.355;18.061;21.309;0.328;0.512;0.669;0.848;1.25;1.3;10.691;11.444;0.371;0.487;22.017;27.294;28.333;23.176;82.386;26.249;12.309;10.943;9.15;1.099;1.128;1.038
425.5;3.197;13.307;18.028;21.171;0.323;0.509;0.66;0.84;1.243;1.291;10.57;11.424;0.376;0.496;22.039;27.262;28.318;23.079;82.266;26.112;12.288;10.884;9.141;1.134;1.145;1.073
426;3.188;13.268;18.009;21.112;0.318;0.505;0.655;0.837;1.24;1.286;10.499;11.464;0.396;0.513;22.027;27.247;28.264;22.996;82.191;25.979;12.248;10.882;9.12;1.141;1.145;1.066
426.5;3.179;13.23;17.983;21.088;0.313;0.502;0.651;0.835;1.236;1.284;10.536;11.509;0.413;0.529;22.039;27.234;28.243;22.928;82.231;25.89;12.214;10.882;9.129;1.138;1.136;1.054
427;3.168;13.182;17.967;21.074;0.309;0.498;0.647;0.831;1.234;1.281;10.542;11.498;0.413;0.518;22.051;27.256;28.209;22.797;82.32;25.781;12.246;10.844;9.161;1.139;1.139;1.035
427.5;3.157;13.142;17.949;21.086;0.305;0.492;0.644;0.827;1.229;1.275;10.595;11.519;0.432;0.516;22.06;27.267;28.211;22.711;82.418;25.716;12.318;10.869;9.254;1.109;1.106;1.006
428;3.142;13.097;17.962;21.157;0.299;0.483;0.639;0.819;1.22;1.266;10.656;11.517;0.471;0.54;22.047;27.253;28.201;22.582;82.41;25.599;12.372;10.894;9.303;1.105;1.076;0.985
428.5;3.13;13.042;17.972;21.267;0.293;0.476;0.635;0.813;1.212;1.259;10.703;11.524;0.484;0.546;22.019;27.249;28.222;22.46;82.466;25.534;12.421;10.956;9.333;1.104;1.066;0.983
429;3.114;12.991;17.992;21.316;0.291;0.469;0.629;0.806;1.204;1.253;10.644;11.423;0.491;0.515;21.936;27.228;28.222;22.366;82.474;25.459;12.503;10.963;9.369;1.124;1.065;0.994
429.5;3.098;12.935;18.073;21.418;0.292;0.465;0.627;0.802;1.198;1.247;10.534;11.305;0.484;0.508;21.881;27.249;28.248;22.291;82.399;25.365;12.499;10.932;9.316;1.153;1.076;1.006
430;3.082;12.881;18.086;21.502;0.291;0.463;0.625;0.799;1.197;1.244;10.535;11.283;0.472;0.515;21.917;27.267;28.272;22.21;82.376;25.215;12.536;10.951;9.249;1.173;1.092;1.027
430.5;3.073;12.844;18.132;21.422;0.289;0.46;0.621;0.796;1.197;1.242;10.536;11.304;0.443;0.487;21.847;27.216;28.279;22.094;82.295;25.027;12.608;11;9.298;1.184;1.12;1.045
431;3.067;12.818;18.179;21.38;0.29;0.462;0.621;0.796;1.202;1.244;10.557;11.375;0.425;0.467;21.856;27.218;28.297;22.07;82.154;24.936;12.56;10.99;9.217;1.196;1.134;1.048
431.5;3.056;12.799;18.237;21.349;0.287;0.464;0.623;0.797;1.207;1.249;10.591;11.436;0.415;0.468;21.888;27.217;28.323;22.07;82.044;24.872;12.504;11;9.224;1.201;1.14;1.043
432;3.049;12.767;18.241;21.308;0.286;0.465;0.622;0.797;1.213;1.252;10.672;11.551;0.424;0.469;21.911;27.225;28.313;22.011;81.935;24.852;12.482;10.968;9.243;1.197;1.159;1.029
432.5;3.046;12.748;18.246;21.272;0.287;0.467;0.621;0.796;1.216;1.253;10.786;11.673;0.442;0.487;21.917;27.228;28.318;21.942;81.786;24.904;12.43;10.938;9.27;1.208;1.173;1.047
433;3.036;12.718;18.233;21.302;0.283;0.465;0.617;0.791;1.215;1.251;10.917;11.723;0.464;0.506;21.983;27.235;28.287;21.864;81.575;24.961;12.334;10.901;9.239;1.213;1.177;1.052
433.5;3.027;12.687;18.179;21.282;0.28;0.463;0.615;0.788;1.211;1.249;11.005;11.772;0.458;0.504;22.034;27.274;28.256;21.769;81.455;25.092;12.271;10.876;9.227;1.221;1.199;1.054
434;3.011;12.664;18.185;21.245;0.283;0.462;0.615;0.787;1.207;1.248;11.042;11.739;0.484;0.513;22.042;27.3;28.27;21.717;81.382;25.162;12.247;10.797;9.211;1.244;1.2;1.042
434.5;2.994;12.639;18.183;21.236;0.285;0.464;0.616;0.79;1.206;1.25;11.01;11.657;0.479;0.536;22;27.313;28.222;21.617;81.247;25.126;12.186;10.738;9.154;1.257;1.196;1.049
435;2.982;12.626;18.159;21.274;0.283;0.46;0.617;0.791;1.202;1.248;10.976;11.572;0.473;0.573;21.956;27.255;28.157;21.481;81.301;25.011;12.208;10.755;9.206;1.262;1.194;1.069
435.5;2.977;12.609;18.188;21.21;0.28;0.459;0.619;0.791;1.202;1.248;10.943;11.494;0.467;0.576;21.908;27.185;28.105;21.421;81.377;24.891;12.237;10.811;9.256;1.251;1.194;1.085
436;2.975;12.602;18.15;21.234;0.279;0.457;0.62;0.791;1.203;1.246;10.762;11.35;0.473;0.6;21.949;27.164;28.102;21.417;81.36;24.849;12.161;10.75;9.181;1.251;1.189;1.106
436.5;2.971;12.592;18.192;21.329;0.273;0.455;0.618;0.793;1.202;1.247;10.678;11.34;0.461;0.605;21.916;27.147;28.075;21.39;81.388;24.619;12.175;10.785;9.179;1.248;1.18;1.102
437;2.971;12.562;18.173;21.354;0.27;0.451;0.612;0.791;1.199;1.243;10.535;11.287;0.466;0.604;21.896;27.125;28.055;21.33;81.448;24.404;12.214;10.771;9.119;1.232;1.18;1.096
437.5;2.967;12.538;18.187;21.438;0.268;0.446;0.606;0.787;1.195;1.239;10.496;11.32;0.469;0.605;21.923;27.16;28.087;21.258;81.345;24.277;12.166;10.725;9.075;1.266;1.185;1.105
438;2.961;12.515;18.176;21.405;0.261;0.439;0.597;0.781;1.187;1.231;10.566;11.426;0.478;0.611;21.961;27.211;28.136;21.244;81.295;24.246;12.165;10.721;9.025;1.266;1.199;1.111
438.5;2.957;12.496;18.169;21.325;0.259;0.434;0.591;0.776;1.18;1.225;10.603;11.513;0.504;0.61;21.94;27.238;28.165;21.182;81.214;24.206;12.198;10.73;9.011;1.29;1.218;1.108
439;2.948;12.483;18.164;21.235;0.261;0.434;0.591;0.773;1.178;1.228;10.711;11.556;0.513;0.597;21.89;27.244;28.221;21.079;81.172;24.087;12.238;10.737;9.022;1.298;1.207;1.092
439.5;2.939;12.473;18.155;21.109;0.262;0.432;0.591;0.772;1.178;1.231;10.722;11.496;0.53;0.589;21.824;27.2;28.203;20.933;80.978;23.943;12.3;10.763;9.065;1.305;1.213;1.093
440;2.933;12.461;18.144;20.994;0.26;0.43;0.591;0.771;1.175;1.23;10.786;11.513;0.548;0.602;21.713;27.134;28.18;20.762;80.98;23.817;12.372;10.795;9.163;1.278;1.206;1.092
440.5;2.932;12.449;18.149;20.895;0.26;0.435;0.594;0.774;1.182;1.234;10.863;11.493;0.56;0.601;21.637;27.066;28.139;20.588;81.014;23.795;12.399;10.829;9.233;1.261;1.223;1.117
441;2.934;12.444;18.118;20.949;0.261;0.436;0.592;0.774;1.184;1.233;10.844;11.442;0.573;0.638;21.542;26.983;28.109;20.385;80.906;23.746;12.345;10.813;9.248;1.235;1.25;1.156
441.5;2.932;12.429;18.109;20.984;0.259;0.435;0.59;0.773;1.187;1.231;10.861;11.456;0.557;0.611;21.423;26.949;28.056;20.2;80.81;23.585;12.308;10.825;9.271;1.219;1.247;1.168
442;2.927;12.408;18.051;21.024;0.261;0.435;0.59;0.773;1.188;1.229;10.735;11.369;0.548;0.589;21.302;26.924;27.984;20.118;80.717;23.426;12.296;10.808;9.279;1.223;1.232;1.161
442.5;2.919;12.398;18.014;21.063;0.262;0.433;0.592;0.776;1.187;1.228;10.688;11.391;0.547;0.584;21.294;26.958;27.984;20.084;80.529;23.47;12.223;10.738;9.267;1.239;1.217;1.142
443;2.915;12.394;17.959;20.976;0.26;0.429;0.587;0.772;1.183;1.221;10.667;11.421;0.54;0.599;21.25;26.965;27.984;20.015;80.493;23.496;12.173;10.721;9.248;1.246;1.219;1.143
443.5;2.915;12.384;17.925;20.88;0.261;0.426;0.587;0.768;1.18;1.218;10.65;11.42;0.548;0.597;21.186;26.962;27.957;19.964;80.459;23.417;12.159;10.716;9.253;1.259;1.207;1.134
444;2.909;12.374;17.836;20.813;0.264;0.427;0.589;0.766;1.18;1.222;10.612;11.356;0.54;0.617;21.184;26.979;27.965;19.929;80.449;23.308;12.179;10.749;9.239;1.273;1.207;1.134
444.5;2.903;12.363;17.777;20.735;0.265;0.426;0.589;0.766;1.177;1.222;10.53;11.278;0.533;0.618;21.239;27.006;27.943;19.904;80.394;23.209;12.247;10.793;9.226;1.287;1.221;1.153
445;2.9;12.353;17.7;20.62;0.265;0.426;0.589;0.766;1.175;1.225;10.509;11.29;0.513;0.654;21.25;27.011;27.947;19.877;80.43;23.145;12.267;10.792;9.197;1.287;1.214;1.155
445.5;2.893;12.347;17.656;20.62;0.265;0.429;0.59;0.767;1.178;1.23;10.399;11.211;0.478;0.662;21.309;27;27.965;19.857;80.453;23.213;12.259;10.802;9.139;1.28;1.221;1.182
446;2.888;12.342;17.626;20.64;0.266;0.429;0.588;0.766;1.179;1.23;10.342;11.124;0.47;0.68;21.336;26.997;28.013;19.855;80.293;23.255;12.189;10.813;9.074;1.246;1.222;1.198
446.5;2.877;12.332;17.563;20.564;0.266;0.431;0.59;0.77;1.183;1.23;10.297;11.056;0.458;0.659;21.33;27.044;28.055;19.872;80.195;23.272;12.122;10.796;8.997;1.224;1.202;1.196
447;2.87;12.314;17.495;20.499;0.267;0.435;0.596;0.775;1.187;1.235;10.252;10.981;0.491;0.647;21.261;27.024;27.996;19.794;80.168;23.161;12.082;10.777;8.978;1.209;1.174;1.156
447.5;2.864;12.307;17.464;20.443;0.27;0.438;0.601;0.779;1.193;1.24;10.182;10.939;0.515;0.639;21.246;26.995;27.95;19.661;80.085;23.154;12.038;10.728;8.949;1.206;1.169;1.131
448;2.857;12.297;17.424;20.309;0.27;0.437;0.601;0.78;1.199;1.242;10.153;10.903;0.554;0.656;21.152;26.948;27.943;19.486;79.941;23.049;12.016;10.699;8.982;1.213;1.194;1.126
